tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,peak_search
tt1898069,tvSeries,American Gods,American Gods,0,2017.0,2021.0,60,"Drama,Fantasy,Mystery",7.6,98233,100.0
tt1462059,tvSeries,Falling Skies,Falling Skies,0,2011.0,2015.0,42,"Action,Adventure,Drama",7.1,97975,100.0
tt6077448,tvSeries,Sacred Games,Sacred Games,0,2018.0,2019.0,,"Action,Crime,Drama",8.5,97789,100.0
tt17491088,tvSeries,The Diplomat,The Diplomat,0,2023.0,,50,"Drama,Thriller",8.0,97530,100.0
tt3502248,tvSeries,Bosch,Bosch,0,2014.0,2021.0,50,"Crime,Drama",8.5,97436,100.0
tt13833978,tvSeries,The Lincoln Lawyer,The Lincoln Lawyer,0,2022.0,,60,"Crime,Drama,Mystery",7.8,97375,100.0
tt2071645,tvSeries,The Following,The Following,0,2013.0,2015.0,43,"Crime,Drama,Horror",7.4,96330,100.0
tt17677860,tvSeries,Presumed Innocent,Presumed Innocent,0,2024.0,,,"Crime,Drama,Mystery",7.7,94847,100.0
tt3475734,tvSeries,Agent Carter,Agent Carter,0,2015.0,2016.0,45,"Action,Adventure,Crime",7.8,94772,100.0
tt5712554,tvSeries,The Grand Tour,The Grand Tour,0,2016.0,,60,"Adventure,Comedy,Sport",8.7,94677,100.0
tt10062292,tvSeries,Never Have I Ever,Never Have I Ever,0,2020.0,2023.0,30,"Comedy,Drama",7.8,94511,100.0
tt6517102,tvSeries,Castlevania,Castlevania,0,2017.0,2021.0,23,"Action,Adventure,Animation",8.3,94473,100.0
tt5607976,tvSeries,His Dark Materials,His Dark Materials,0,2019.0,2022.0,60,"Adventure,Drama,Fantasy",7.7,94397,100.0
tt2654620,tvSeries,The Strain,The Strain,0,2014.0,2017.0,43,"Drama,Fantasy,Horror",7.3,93260,100.0
tt14852808,tvSeries,The Watcher,The Watcher,0,2022.0,,,"Drama,Horror,Mystery",6.5,93213,100.0
tt6473300,tvSeries,Mirzapur,Mirzapur,0,2018.0,,60,"Action,Crime,Thriller",8.4,93213,100.0
tt10638036,tvSeries,Heartstopper,Heartstopper,0,2022.0,2024.0,30,"Drama,Romance",8.5,92969,100.0
tt9170108,tvSeries,Raised by Wolves,Raised by Wolves,0,2020.0,2022.0,55,"Drama,Fantasy,Sci-Fi",7.4,92815,100.0
tt19854762,tvSeries,Hijack,Hijack,0,2023.0,,47,"Drama,Thriller",7.3,92610,100.0
tt1910272,tvSeries,Steins; Gate,Steins; Gate,0,2011.0,2015.0,24,"Animation,Comedy,Drama",8.8,92251,100.0
tt9432978,tvSeries,Kota Factory,Kota Factory,0,2019.0,2021.0,40,"Comedy,Drama",9.0,92096,100.0
tt33503491,tvSeries,When the Phone Rings,Jigeum Geosin Jeonhwaneun,0,2024.0,2025.0,60,"Drama,Mystery,Romance",6.0,91659,100.0
tt8291284,tvSeries,The Peripheral,The Peripheral,0,2022.0,2022.0,60,"Drama,Mystery,Sci-Fi",7.5,91125,100.0
tt11823076,tvSeries,Tiger King,Tiger King,0,2020.0,2021.0,45,"Biography,Crime,Documentary",7.5,90855,100.0
tt14169960,tvSeries,All of Us Are Dead,Jigeum uri hakgyoneun,0,2022.0,,60,"Action,Drama,Fantasy",7.6,90347,100.0
tt7826376,tvSeries,Upload,Upload,0,2020.0,2025.0,30,"Comedy,Mystery,Sci-Fi",7.8,90127,100.0
tt4093826,tvSeries,Twin Peaks,Twin Peaks,0,2017.0,2017.0,60,"Crime,Drama,Horror",8.5,89607,100.0
tt1641349,tvSeries,Terra Nova,Terra Nova,0,2011.0,2011.0,46,"Adventure,Drama,Mystery",6.7,88735,100.0
tt0489974,tvSeries,Carnival Row,Carnival Row,0,2019.0,2023.0,56,"Crime,Drama,Fantasy",7.7,88540,100.0
tt2070791,tvSeries,Revolution,Revolution,0,2012.0,2014.0,43,"Action,Adventure,Drama",6.6,88102,100.0
tt7772588,tvSeries,For All Mankind,For All Mankind,0,2019.0,2027.0,60,"Drama,Sci-Fi",8.1,87601,100.0
tt8690918,tvSeries,Resident Alien,Resident Alien,0,2021.0,2025.0,45,"Comedy,Drama,Mystery",8.0,87071,100.0
tt5016504,tvSeries,Preacher,Preacher,0,2016.0,2019.0,60,"Adventure,Comedy,Fantasy",7.9,86863,100.0
